trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,ingestion_ts
2025-07-07 20:21:19,3571263182451911,"fraud_Glover, Thomas and Bush",shopping,157.28,Lisa,Perez,F,54902 John Knoll Suite 671,North Christinefurt,TX,55740,54.9833685,162.863413,220549,Artist,1939-08-09,849efbc3b04c4c0294be71683f3a0781,1751919679,54.65723122301618,163.17356083533576,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,2277625514812979,fraud_Lewis-Vincent,shopping,322.79,Sherry,Phelps,F,841 David Viaduct,Lake James,TX,20832,45.2089705,-51.022599,137951,Artist,1920-05-23,81396aaef1ac4be3b59ca9e5c25d988e,1751919679,45.453904346761746,-50.778523793518204,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,639079341918,fraud_Quinn Ltd,food,237.75,Curtis,Fields,M,453 Destiny Street Apt. 321,Wallshaven,TX,15228,-1.016933,72.24608,231408,Artist,1998-07-27,a3eaa8ec683942c2a72b52b0e7ae6dcb,1751919679,-0.6489256347895187,72.47047162106662,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,38900944484721,fraud_Dunn Group,personal_care,45.9,Aaron,Mills,F,3697 Amy Spur,South George,TX,78235,-24.007988,-67.783669,121072,Artist,1995-06-10,1635a6ec084046e985d9ee882dcb8b29,1751919679,-24.070175353241083,-67.89924811886884,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,180073336315501,"fraud_Mcdonald, Knight and Baker",health_fitness,231.65,Bethany,Wilson,F,31375 Weaver Land Apt. 832,Warrentown,TX,04670,-26.7702805,-39.070487,466595,Artist,1946-06-30,f226b7b177434bdf9e22b26bad9dda83,1751919679,-26.37200603228702,-39.31846040046966,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4112448525082598363,fraud_George-Goodman,health_fitness,107.25,Andrew,Bowman,M,785 Smith Summit Suite 261,Matthewhaven,TX,06417,69.6094685,131.694479,10513,Artist,2021-09-24,822a316e3ea448b5b1ff3d6ac5b61c9a,1751919679,69.37316043764689,131.6219925992278,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,36566922210545,fraud_Schmidt Group,health_fitness,55.37,Amanda,Brown,M,3749 Kelly Overpass,Andersonborough,TX,74355,86.723624,116.801006,30145,Artist,1975-05-16,6b5474be57c14615b9a14b29caa6f409,1751919679,86.98710149934846,117.09875445736913,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3592892819247238,fraud_Morse-Ortega,shopping,85.85,Shelby,Jarvis,M,05671 Blake Circle,Moonmouth,TX,39108,-61.28256,-74.489038,304144,Artist,1951-08-12,e65513525ccc4baabe9c4b12035c1a47,1751919679,-60.80869397557178,-74.35171694030389,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4845205845266473,fraud_Wong-Burgess,gas_transport,127.68,David,King,M,2395 Michelle Roads,Rodriguezberg,TX,73455,56.36911,-25.494199,486171,Artist,2023-11-02,a905df746972450cbe3fa7d73854b9fc,1751919679,56.293752501574794,-25.53233529369123,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4660373888129,fraud_Mccall-Torres,personal_care,193.1,Robert,Rivers,M,096 Schneider Oval,New Robertberg,TX,68813,-5.0535835,-60.545356,142100,Artist,2018-10-28,b02f6ae15622416eb959cf30516c98f7,1751919680,-4.9825955770656405,-60.68995668340586,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,345078550207120,"fraud_Sosa, Miller and Morales",food,493.37,Joyce,Brown,F,68026 Rasmussen Loop,West Billy,TX,90387,64.421229,-80.283514,397532,Artist,1918-04-12,f37745bc0e1d42278be927ea006c81c2,1751919680,63.943968221739865,-80.15411282790349,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,2270140573139287,"fraud_Taylor, Allen and Chandler",shopping,104.91,Patricia,Rojas,F,23295 Roberts Club,Sharpfurt,TX,17190,0.959793,-96.410504,362276,Artist,1961-07-19,f004d8b1e3c04ba7ae661a89c412d265,1751919680,0.6356068428726916,-95.95465948969934,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,180057596151250,fraud_Hoffman-Pena,health_fitness,298.06,Eduardo,Landry,M,594 Kennedy Pike,Lake Johnville,TX,21098,-79.5667495,-143.707472,179122,Artist,1998-08-22,1437821d790742b98498d791968acfa5,1751919680,-79.70226924545231,-143.32903072603867,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4652067619445905350,fraud_James Ltd,personal_care,360.34,Darlene,Chang,M,552 Bryce Land,Melissaborough,CA,72119,30.0833925,-146.20895,497691,Doctor,1977-03-26,03f5d9ea9e0743879eaebf435b49438b,1751919679,30.44140903733439,-146.50821837779395,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,213121861607882,fraud_Tate LLC,gas_transport,430.04,Valerie,Mcknight,F,38388 Carrie Neck,New Anthony,CA,31814,49.3605645,100.208834,172811,Doctor,1953-09-12,a4391332329b4a8da9b7b2ff4e4088c6,1751919679,49.18401435128236,100.46769823979348,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4121330110657506,fraud_Floyd-Greene,travel,336.71,Kenneth,Scott,F,200 Jenna Shores Suite 819,South Eric,CA,16577,20.942014,-64.260794,325593,Doctor,1980-12-24,19e9452ba88b4cb8880c83b7c59ad146,1751919679,21.023215265531626,-64.4464949756531,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4634217102523856305,fraud_Franklin Inc,food,23.1,Monica,Jones,F,85746 Torres Flats Suite 868,Williamsfurt,CA,73682,86.1767015,166.496613,133916,Doctor,1981-01-01,0e7305a7ca624e15a7794c9b7e6c1454,1751919679,86.22801057331709,166.71072819547788,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3535522860533265,"fraud_Moreno, Thornton and Gordon",travel,480.17,Gregory,Arnold,F,6672 Martinez Plaza Suite 967,North Elizabethberg,CA,83135,-66.995597,-106.131343,192571,Doctor,2016-02-24,c13a8c5a041a423d9dd73d35b6b1afa6,1751919679,-66.75161741055531,-106.06271277489019,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4975643883498735,fraud_Carson-Wagner,health_fitness,120.61,Kimberly,Thompson,M,834 Fowler Flats,New Michellechester,CA,28322,-2.3509885,-167.57807,239227,Doctor,1934-04-10,e896ef9c7b404ca8a452cd0afd4e6f21,1751919679,-2.2145636039444256,-167.16820137804118,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4643155220121077960,fraud_Khan Group,travel,117.13,Brandi,Rivera,M,6104 James Points,Michaelville,CA,94040,77.824483,-7.41464,170940,Doctor,1941-05-12,bd655a8d37af41d2a849a5a8a72e0bb8,1751919679,77.50802269361053,-6.955031477866793,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4592843459696,fraud_Williams and Sons,food,103.58,Brandy,Castro,M,82197 Smith Trail Apt. 316,Port Christopherborough,CA,16496,71.606567,15.450703,218322,Doctor,1952-09-27,e11ad15151174b909952b9fba53e64f9,1751919679,71.3670022109527,15.328543265269717,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,345147844229370,fraud_Mullins-Hoffman,personal_care,167.39,Jim,Brown,F,3559 Warren Junction,East Marvinview,CA,67392,87.2957395,-29.782791,129669,Doctor,1999-10-28,599335d7d5da4c51b2919081fd72856d,1751919679,86.87048385226345,-29.996130357340327,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3515480563797063,fraud_Stevens Ltd,food,258.0,Michele,Porter,F,623 Nicholas Throughway,West David,CA,16629,-79.3693995,23.206488,141862,Doctor,1941-03-09,bd070c528ccc42fe98b9704cbce86a8d,1751919680,-79.02279645394752,23.53934849131741,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,36560678202731,"fraud_Kane, Smith and Bowen",misc_pos,498.26,Jacob,Lindsey,F,19719 Cooper Coves Suite 125,Tiffanytown,CA,28265,28.4647685,174.227639,342772,Doctor,1980-06-20,4e194cce4c634806b20fb0e7b116dae4,1751919680,28.448581519681376,173.86548642844502,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4076783951698,fraud_Glover-Mills,gas_transport,111.84,Joshua,Snow,F,9466 Matthews Alley Suite 019,Lake Kelsey,CA,41145,-77.0985585,-144.146585,64956,Doctor,1998-09-26,fda05693371b48f182a1e12628aa603c,1751919680,-77.53373560941661,-144.3302394909351,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4808492810587,fraud_Chang PLC,travel,104.52,Timothy,Townsend,M,31722 Kenneth Path,New Kathleen,CA,58861,16.0583385,76.123686,392421,Doctor,2009-03-11,3b9448de758b46dab0c24b9d6ee4e858,1751919680,16.023924674657987,76.1643614161741,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4628516312221640,"fraud_Tucker, Salinas and Contreras",travel,336.99,Tiffany,Clark,F,293 Anna Tunnel Suite 651,Martinmouth,CA,93359,72.8900415,168.133697,200206,Doctor,1973-09-25,8400b51bbf604eaebb4907e2302a2d5c,1751919680,72.86906430617901,167.9382757867041,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,5400551773619074,fraud_Nelson-Wolf,shopping,197.36,Rhonda,Williams,M,363 Melanie Wells Suite 821,Johnsonfurt,CA,48776,34.9756225,-169.856042,355823,Doctor,2022-10-06,52e3c79c03b1451eac1645cded502f64,1751919680,34.68105940541533,-169.38962451719112,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,2286664880026301,fraud_Joseph-Montoya,shopping,386.88,David,Torres,F,1241 Jeff Crossroad,West Michael,CA,35576,35.7046755,124.894475,122437,Doctor,1918-04-28,5325cb9cff6b49d589b77c03cee85622,1751919680,36.00667545264416,124.49203545780409,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4085175172318198,fraud_Jimenez Group,misc_pos,249.29,Frank,Ruiz,F,52640 Delgado Burgs,New Richard,CA,56517,-58.9489575,64.270257,491273,Doctor,1945-02-15,ea8ec1c1d60f410caab47d370ec8cc43,1751919680,-58.71072388344925,64.06989274303463,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3577123462524478,fraud_Hill-Mays,misc_pos,27.6,Michael,Sandoval,F,5220 Lopez Stream Suite 177,West Kelly,CA,92078,-75.644235,154.054332,121998,Doctor,1981-06-12,d506bc84783b4a43bb4c6b3333aaff69,1751919680,-75.438376396203,153.77329198140941,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,6011413960319779,fraud_Williams Group,personal_care,183.47,Mike,Meyer,M,501 Rhonda Isle,Alexanderfort,CA,41404,-69.9630425,95.418956,179070,Doctor,1970-02-13,85bbd7c2124645d8877b79663466bdde,1751919680,-69.93546875412862,94.93784836835331,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,213136478176733,fraud_Reed LLC,travel,332.35,Kayla,Goodman,M,56519 Roman Mission,Perezton,CA,17849,51.543249,115.308614,104471,Doctor,1946-06-07,4fea781f8472461587214f20aeff6ff6,1751919680,51.991304154295236,115.60495224868816,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,6011231502641991,fraud_Morgan PLC,health_fitness,394.74,Devin,Price,F,8298 Adam Terrace Apt. 978,Scotttown,CA,71551,11.9865695,-42.80145,424896,Doctor,1949-02-23,1b738a03558f46fb8878eaabe2b9ff2c,1751919680,12.122556306740652,-42.68455470713512,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,5363163786304200,"fraud_Stewart, Saunders and Turner",food,17.53,Juan,Smith,F,9222 Joseph Well Apt. 831,North Julieborough,CA,39883,-74.6914235,-11.892844,1801,Doctor,1983-08-08,4b9e885f0150436684133f4f15f8d639,1751919680,-74.83038768947698,-11.850468796604543,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3521110975262248,fraud_Brown Inc,health_fitness,359.25,Michael,Martin,M,395 Silva Shores Apt. 064,West Katrinaville,FL,38717,18.218464,-68.679529,219197,Doctor,1940-07-11,394da24449394118889c1630893770d0,1751919679,17.82569117542863,-68.59962996109097,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,180026964067752,fraud_James-White,health_fitness,75.22,Pamela,Adams,F,506 Cheryl Plains Suite 536,New Samanthaton,FL,35681,-55.3581095,-14.251248,104837,Doctor,1998-03-17,30ef5fda94c440f8a48d70538f7cce28,1751919679,-55.122029294443124,-14.320710694500047,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,6544121776359980,"fraud_Lyons, Rosario and Harmon",misc_pos,203.09,Lance,West,M,0579 Johnson Knoll Suite 804,Munozmouth,FL,82447,34.4469395,-94.718753,199808,Doctor,1949-08-11,c59bcb481c6845a9b99aa24d31c29083,1751919679,34.87671026893579,-94.81080662425903,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,6523013979372727,fraud_Williams-Walsh,food,96.82,Theresa,Raymond,M,517 Deanna Islands,West Michael,FL,79726,-2.3453435,172.993707,131130,Doctor,1930-02-22,3a2beb17cec7415d8d0ad49e12ada9a1,1751919679,-2.4777509498371266,173.14465510926115,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4569590497988,fraud_Ross-Bright,shopping,438.66,Alice,Watson,F,685 Chavez Land,Lake Isabelchester,FL,86265,62.9716,108.436883,339119,Doctor,1924-10-24,00579e3748444e11b1895239fb36aae9,1751919679,62.548292497737094,108.54199421587249,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,676235409387,fraud_Stewart Group,personal_care,250.75,Madeline,Evans,F,23278 Donald Run Suite 528,West Caroline,FL,36424,-83.5841675,67.094422,385762,Doctor,1947-10-09,f680a1e9660b4216bee43f2e99394cde,1751919679,-83.85564225745644,67.09720857503608,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,213144573319281,"fraud_Williams, Lin and Wheeler",food,329.67,Todd,Kim,F,4426 Elizabeth Pass,Port Michael,FL,92113,-39.34755,52.534693,243873,Doctor,1952-03-26,1b7de78aba7948d1b44f017dd0131513,1751919680,-39.45797960739102,52.686277092481106,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,6011934797332743,fraud_Daniel Ltd,gas_transport,158.56,Laura,Castro,F,904 Mitchell Mountain,West Susan,FL,22540,10.3873145,-89.688664,484514,Doctor,1972-11-07,bff7e92fc48944448f7f432d88a74b95,1751919680,10.327618473050855,-89.34051835958498,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,2711604058418695,fraud_Oliver-Reese,shopping,491.12,Mia,Velazquez,F,3421 Long Shoals,West April,FL,59187,-89.2002975,-98.687605,325552,Doctor,2008-04-30,087c6f280d294350bbd69463548ed875,1751919680,-88.74709929336758,-98.24658533227343,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,502020415209,fraud_Savage Inc,travel,140.82,Alexander,Johnson,M,162 Rita Street,North Alexiston,FL,57054,18.62321,129.475554,149178,Doctor,1975-11-26,9510a97d7fc64809a5103b4133e5b817,1751919680,18.387436612714836,129.314437874922,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3501857206249220,fraud_French PLC,shopping,432.94,Jennifer,Dawson,M,5278 Randy Via Apt. 822,South Taylor,FL,92092,58.8757515,20.887536,395169,Doctor,1931-09-12,7a5207cd686a4c5eafa6cdaab225a10c,1751919680,59.22748337870831,20.9384628388757,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,2242391280599355,fraud_Bailey-Thompson,misc_pos,248.56,Gary,Cook,M,8796 Gallegos Forest Suite 260,East Valerieberg,FL,73884,34.071502,178.242831,272871,Doctor,1990-07-25,2b5c1e4fd56143d2a15d891c2c4ad2dd,1751919680,34.50816571031997,178.24478300891658,1,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4993134571825056,fraud_Johnson-Wood,personal_care,269.63,Cindy,Summers,M,909 Robinson Estate Suite 223,North Phillipmouth,FL,58449,2.308718,102.583822,192902,Doctor,1958-02-10,ff8243863fa7490797c929a27eb841fb,1751919680,2.4703186082704933,102.70581582102882,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,5143707613735270,"fraud_Martin, Cowan and Graves",food,415.59,Tyler,Wallace,F,635 Nielsen Center,Stephaniebury,FL,37908,72.093725,-148.188486,110881,Doctor,1930-09-06,87e425d79a3143668cd1de494680d14c,1751919680,72.55204039563888,-147.91281325548425,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,30385751757906,fraud_Moran PLC,health_fitness,110.11,Jennifer,Holt,F,47797 Michael Flat,Phillipstown,IL,35889,-1.0486165,38.670242,302151,Doctor,1985-09-14,6067abeb37f249588f2ff7a369568ce4,1751919679,-1.4665728515013952,38.19585800273308,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4172991741903847,fraud_Johnson-Howard,personal_care,64.2,Alyssa,Gonzalez,F,049 Dixon Green Suite 018,Orrburgh,IL,51653,80.0261235,-104.844268,299110,Doctor,1989-10-29,a28f827ff1f847ac84cfc9ca2323ca2d,1751919679,80.06451624507609,-105.31416323486336,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4412286693014994,fraud_Reese-Shannon,gas_transport,240.96,Jeanne,Beltran,M,2795 Johnson Turnpike,West Elijah,IL,00927,18.260047,114.107149,342627,Doctor,1950-05-20,a1197d81acd644a2817d29362ac4858d,1751919679,17.992564456336115,113.840585579624,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4283686890235670,fraud_Shepherd Group,food,364.21,Caitlin,Pittman,M,89561 Sharon Walk Apt. 879,East Melissa,IL,50030,4.9105155,75.715766,359152,Doctor,1948-01-20,79f33e2aca0345b3ad442db2a5f9724e,1751919679,4.570147535595164,76.06908272094118,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4264901908986252,fraud_Campbell-Bass,shopping,310.45,Matthew,Wood,M,32978 Leah Mountains,East Catherineview,IL,86091,61.5971155,-91.753191,419190,Doctor,1935-05-02,3f190d4f72994f95832d7cd88dd66172,1751919679,61.340031680172594,-92.00860585410155,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4464354407893686,fraud_Hamilton PLC,gas_transport,97.76,Monica,Mcclure,F,801 Jessica Crest,North George,IL,37598,7.5683285,-158.705746,69859,Doctor,2014-07-13,11a51356dfb14073a269be3ccfd7951f,1751919679,7.716789046466735,-159.14224357433724,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,6011765588195208,fraud_Singh Inc,shopping,412.94,Cynthia,Myers,F,459 Brian Cape,Josemouth,IL,46974,-49.0025745,-76.876185,499661,Doctor,1987-06-02,16896c9d79b34f87a85a4d63c823237f,1751919679,-48.86072596683,-76.50852708791979,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,372393249859801,"fraud_Mccarthy, Vang and Smith",travel,309.57,Tony,Campbell,M,63107 Christopher Alley,Mariahville,IL,91968,-60.55724,90.31728,460225,Doctor,2014-12-06,e6e438f014cc408c9ce783e23b44bfdd,1751919679,-60.07431116928491,89.89729050313103,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3540163440317334,fraud_Jensen-Hanson,personal_care,165.42,Scott,Bradley,M,00739 Matthew Prairie,Hurleyland,IL,76280,-42.3388235,132.593185,23340,Doctor,1962-04-15,5c6e43ef4779434c8fe94f254142b196,1751919679,-42.38591326651672,132.54162186341773,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,30229405583039,fraud_Martinez Inc,travel,191.98,Melissa,Jenkins,F,340 April Spring Apt. 714,Port Sarahfort,IL,67105,-84.843196,25.097258,284277,Doctor,2010-06-11,d33d3b7d1be24e06b47a5443c6badc63,1751919679,-85.24306382537456,24.824829359808096,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3564795960496328,"fraud_Roth, Perez and Boyd",personal_care,295.34,Rebecca,Lyons,F,3927 Howard Wall,Kevinfurt,IL,36681,32.6784215,-152.558651,295692,Doctor,1940-05-23,0c608d21e91b45dcbbcb4d34699ee855,1751919679,32.192927497877065,-152.77700208180084,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4790060434489,"fraud_Schmidt, Simpson and Russell",personal_care,489.08,Juan,Lopez,M,63065 Michael Ramp,Pollardmouth,IL,59759,-43.3198145,94.286228,361443,Doctor,1986-04-20,87ee88b5820643eb813e2f55c629ce3b,1751919679,-43.521164462823954,94.10314700958882,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4931951902676394,"fraud_Perkins, Dickerson and Byrd",food,409.36,Carolyn,Perez,F,97404 Jaime Manor,Goodmantown,IL,81658,-17.5600375,59.380974,241610,Doctor,1933-05-28,7227fe9d0f07421aa679091ca0a0068e,1751919679,-17.208167749682662,59.81841296110525,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,5333679820290730,"fraud_Carney, Barber and Davidson",shopping,103.92,Joseph,Wright,M,6281 Virginia Points Apt. 576,Alanside,IL,06511,54.201295,84.49529,204078,Doctor,1952-04-12,fac9979ebc9c4b098818e327cd27b812,1751919680,53.84988562454102,84.99177422572241,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,6571263361219033,"fraud_Johnson, Ward and Wright",health_fitness,473.62,Louis,Oliver,M,0006 Helen Lodge,New Emilyside,IL,90021,57.8966805,108.340418,212863,Doctor,1946-03-12,8c9278a32dd4436eb8c871b35d1bb6f0,1751919680,58.394767452105846,107.89315905507544,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,180099143627168,fraud_Marquez LLC,personal_care,180.21,David,Holland,F,705 Price Greens,Lunaton,IL,22119,-37.0888345,-131.716683,133701,Doctor,1915-06-22,4b647c36e4354d41bcb77189b7859bea,1751919680,-36.806171465978004,-131.67165501748372,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,6011801195905885,"fraud_Miller, Sutton and Gordon",health_fitness,314.49,Tammy,Scott,F,23524 Davis Garden,South Gloria,IL,36548,-11.4047385,53.161856,101631,Doctor,2017-09-24,891939e369524a6aa68472681820eb17,1751919680,-11.09243911546481,52.887068709944636,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4164126675399940,"fraud_Maynard, Sloan and Hayes",misc_pos,459.23,Megan,Bright,F,7427 Bates Tunnel Apt. 952,South Reneemouth,IL,92936,-37.9425065,135.646899,141519,Doctor,1999-01-01,2a5ff144b600416ab3e960be520d3152,1751919680,-38.40047102864012,135.4262983809845,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4093082336539,"fraud_Copeland, Palmer and Hubbard",health_fitness,274.37,Sarah,Jones,F,867 Kelly Park Apt. 776,Laneside,NY,12425,-26.345074,-91.492346,75211,Doctor,2022-06-16,7f45beb3b6504d7792c8f8215210767d,1751919679,-25.9417879042051,-91.56566787596745,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4843265761998,fraud_Barnes-Jimenez,food,379.93,James,Macdonald,F,076 Stephen Flats Suite 253,North Jadeland,NY,00803,-70.388965,6.074986,169121,Doctor,2000-12-15,5ba5a73fce944d03926d32338911352d,1751919679,-70.26244745123934,6.235388689786957,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3549928871035857,fraud_Robinson-Johnson,shopping,396.89,James,Nelson,F,48836 Williams Causeway Apt. 938,Laurentown,NY,87261,-15.6371445,-76.865824,83434,Doctor,1939-09-04,94a3664b1d204bfdaf1037bf0833aa4d,1751919679,-15.97034681179991,-76.42513806297006,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,630472100399,fraud_Miller PLC,shopping,393.33,David,Melton,F,2873 Michael Square Suite 594,Lake Williamstad,NY,73015,-89.1204425,-99.850519,85849,Doctor,1929-10-25,559ff13ca3334897a93ff89e0f510a79,1751919679,-89.18257044638058,-99.76812212141532,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4102034805432,fraud_Gibbs-Payne,misc_pos,180.58,Blake,Morgan,F,67784 Garcia Junction,West Heatherborough,NY,49795,-15.452769,0.788975,475991,Doctor,2018-08-05,692de72c19314544bfb416debdc9911a,1751919679,-15.691328169812808,0.9872771268098754,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,2443912126573499,fraud_Johnson-Ponce,misc_pos,165.8,Brian,Cooper,F,0102 Williams Green,Bryantside,NY,89497,-24.2147875,109.699547,195763,Doctor,1938-09-05,a31ac766e63e4dedb7574b3a97fd2f34,1751919679,-23.936710675047017,109.71740626450836,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3553739392131007,fraud_Chambers-Rogers,travel,25.44,Amy,Leonard,M,2997 Prince Dale Apt. 228,Charlesburgh,NY,37866,-46.48891,152.335401,441854,Doctor,1992-01-06,36c76fbf1dac4ff6b6c5e747f690c5b6,1751919679,-46.93776013341548,152.43346003757418,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4100192920590884194,fraud_Conrad-Bradford,shopping,331.1,Brett,Ramirez,F,7819 Adam Courts,Port Emilyville,NY,19624,-4.188434,-161.230217,268447,Doctor,1926-04-15,9e93ea78e674451c9ec48c75719cbcbc,1751919679,-4.175342558343361,-161.35783288838866,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3564192134456356,fraud_Coleman-Davis,shopping,168.01,Tom,Edwards,F,391 Crystal Lights,Port Charles,NY,77373,49.1343685,93.184268,316371,Doctor,1930-02-13,890a873843b1470989851970fd4bf74f,1751919679,49.220037327119,93.32250187116682,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,30380126842939,fraud_Lewis-Murray,travel,418.55,Emma,Mcdaniel,F,409 Jeremy Flats,New Sandratown,NY,10148,-37.1136135,62.828913,275638,Doctor,1983-07-01,4e1c15418659483aa704fec6dbbb347a,1751919680,-36.72762276419484,63.15218421011055,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,6596159209822023,"fraud_Johnson, Ellison and Parsons",health_fitness,207.42,Rebecca,Gonzales,M,93190 Greene Centers,Williamstad,NY,30850,-62.747956,120.028566,16621,Doctor,1956-09-24,5b8bc9243e4a4823a2ab5520cb838c1a,1751919680,-63.16615389641913,120.23906977748874,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,213166474690668,"fraud_Smith, Williams and Price",misc_pos,342.38,Steven,Murphy,M,87498 Richards Isle,Lake Bethanybury,NY,11955,-12.516496,-150.91812,417606,Doctor,1968-11-08,415093918fab43a4aa6289871675e3c8,1751919680,-12.301921060531328,-151.3027779952681,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3570654942648039,"fraud_Davis, Patrick and Shepard",health_fitness,253.41,Joseph,Lynch,M,514 Jennifer Row,Webstermouth,NY,68693,49.354199,-143.459316,289367,Doctor,2011-12-22,644999a006b042df8a1f21d29e72aeb0,1751919680,49.705125765534994,-143.86592893887777,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4613616608258871,fraud_Reyes-Bond,gas_transport,299.2,Charles,Ford,F,279 Gary Cove,Bryanland,NY,69557,22.660454,-12.419651,311873,Doctor,1965-01-19,68a0f547217f4a7d9bc3341709a168db,1751919680,23.15697471201156,-12.616296985403247,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,5125811992574631,"fraud_Johnson, Price and Ray",misc_pos,421.26,Joseph,Davidson,F,9022 William Highway Apt. 516,Perezbury,NY,46980,18.9251635,14.440734,409020,Doctor,1925-01-06,0d86e30381964dfeb688e949f85e4f10,1751919680,18.520062192047327,14.305938494003705,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,180081860239096,fraud_York-Miller,health_fitness,286.72,Scott,Lamb,M,63668 Hernandez Crossroad Apt. 929,West Faith,NY,01682,-67.6925845,110.488086,13041,Doctor,1918-04-18,572776fdbfe8475eb8b38517087eef49,1751919680,-68.16342577222335,110.10536278638736,0,2025-07-07T20:21:20.086075
